ID,System_ID,System_Number,Link_ID,Sequence,Distance,Link_Length,Link_Label,From,To,Direction,Link,TMC,TMC_Code
1,1,"MA 10116
",-90784010,1,0.00,0.10,"CARATOKE HWY
","NC-34
","E RIDGE RD
","E
","link [hereA0110] -90784010
","tmc [hereA0110] 110-09303
","110N09303
"
2,1,"MA 10116",108633760,2,0.10,0.16,"CARATOKE HWY","E RIDGE RD",,E,"link [hereA0110] 108633760","tmc [hereA0110] 110-09303",110N09303
3,1,"MA 10116",128077388,3,0.27,0.16,"CARATOKE HWY",,"POYNER'S RD",E,"link [hereA0110] 128077388","tmc [hereA0110] 110-09303",110N09303
4,1,"MA 10116",90784008,4,0.43,0.19,"CARATOKE HWY","POYNER'S RD","WALNUT DR",E,"link [hereA0110] 90784008","tmc [hereA0110] 110-09303",110N09303
5,1,"MA 10116",128072716,5,0.61,0.10,"CARATOKE HWY","WALNUT DR",,E,"link [hereA0110] 128072716","tmc [hereA0110] 110-09303",110N09303
6,1,"MA 10116",128072715,6,0.71,1.09,"CARATOKE HWY",,"DOZIER RD",E,"link [hereA0110] 128072715","tmc [hereA0110] 110-09303",110N09303
7,1,"MA 10116",123633829,7,1.80,0.37,"CARATOKE HWY","DOZIER RD",,E,"link [hereA0110] 123633829","tmc [hereA0110] 110-09303",110N09303
8,1,"MA 10116",-123633828,8,2.17,0.45,"CARATOKE HWY",,"N CURRITUCK RD",E,"link [hereA0110] -123633828","tmc [hereA0110] 110-09303",110N09303
9,1,"MA 10116",-128072718,9,2.62,0.21,"CARATOKE HWY","N CURRITUCK RD","CURRITUCK SOUND DR",E,"link [hereA0110] -128072718","tmc [hereA0110] 110-09303",110N09303
10,1,"MA 10116",-1047857518,10,2.82,0.13,"CARATOKE HWY","CURRITUCK SOUND DR",,SE,"link [hereA0110] -1047857518","tmc [hereA0110] 110-09303",110N09303
11,1,"MA 10116",-1048081939,11,2.95,0.09,"CARATOKE HWY",,,SE,"link [hereA0110] -1048081939","tmc [hereA0110] 110-09303",110N09303
12,1,"MA 10116",-1048081938,12,3.04,0.18,"CARATOKE HWY",,"GARDNER FARM LN",SE,"link [hereA0110] -1048081938","tmc [hereA0110] 110-09303",110N09303
13,1,"MA 10116",-128073927,13,3.23,0.00,"CARATOKE HWY","GARDNER FARM LN","COURTHOUSE RD",SE,"link [hereA0110] -128073927","tmc [hereA0110] 110-09303",110N09303
14,1,"MA 10116",-108633764,14,3.23,0.27,"CARATOKE HWY","COURTHOUSE RD",,SE,"link [hereA0110] -108633764","tmc [hereA0110] 110-09303",110N09303
15,1,"MA 10116",-108633765,15,3.50,0.12,"CARATOKE HWY",,,SE,"link [hereA0110] -108633765","tmc [hereA0110] 110-09303",110N09303
16,1,"MA 10116",-90784000,16,3.62,0.02,"CARATOKE HWY",,"COURTHOUSE RD",SE,"link [hereA0110] -90784000","tmc [hereA0110] 110-09303",110N09303
17,1,"MA 10116",-128075963,17,3.65,0.14,"CARATOKE HWY","COURTHOUSE RD","ROMM PT",SE,"link [hereA0110] -128075963","tmc [hereA0110] 110-09302",110N09302
18,1,"MA 10116",-128073936,18,3.78,0.08,"CARATOKE HWY","ROMM PT","FERRELL LN",SE,"link [hereA0110] -128073936","tmc [hereA0110] 110-09302",110N09302
19,1,"MA 10116",-128073937,19,3.86,0.08,"CARATOKE HWY","FERRELL LN","KNAPP CT",SE,"link [hereA0110] -128073937","tmc [hereA0110] 110-09302",110N09302
20,1,"MA 10116",-1022489215,20,3.94,0.10,"CARATOKE HWY","KNAPP CT","LAUREL WOODS BLVD",SE,"link [hereA0110] -1022489215","tmc [hereA0110] 110-09302",110N09302
21,1,"MA 10116",-1111670416,21,4.04,0.08,"CARATOKE HWY","LAUREL WOODS BLVD","ENCHANTED FOREST DR",SE,"link [hereA0110] -1111670416","tmc [hereA0110] 110-09302",110N09302
22,1,"MA 10116",-1111670415,22,4.11,0.05,"CARATOKE HWY","ENCHANTED FOREST DR",,SE,"link [hereA0110] -1111670415","tmc [hereA0110] 110-09302",110N09302
23,1,"MA 10116",-916336327,23,4.17,0.02,"CARATOKE HWY",,"JBC SHORE RD",S,"link [hereA0110] -916336327","tmc [hereA0110] 110-09302",110N09302
24,1,"MA 10116",-113347866,24,4.19,0.34,"CARATOKE HWY","JBC SHORE RD","BELLS ISLAND RD",S,"link [hereA0110] -113347866","tmc [hereA0110] 110-09302",110N09302
25,1,"MA 10116",-128072785,25,4.53,0.47,"CARATOKE HWY","BELLS ISLAND RD","TAYLORS RD",S,"link [hereA0110] -128072785","tmc [hereA0110] 110-09302",110N09302
26,1,"MA 10116",-90783981,26,5.00,0.37,"CARATOKE HWY","TAYLORS RD","S CURRITUCK RD",S,"link [hereA0110] -90783981","tmc [hereA0110] 110-09302",110N09302
27,1,"MA 10116",-128072787,27,5.37,0.23,"CARATOKE HWY","S CURRITUCK RD","CHAMBERLIN LN",S,"link [hereA0110] -128072787","tmc [hereA0110] 110-09302",110N09302
28,1,"MA 10116",-128072786,28,5.60,0.06,"CARATOKE HWY","CHAMBERLIN LN","BRABBLE ST",S,"link [hereA0110] -128072786","tmc [hereA0110] 110-09302",110N09302
29,1,"MA 10116",-128073953,29,5.66,0.07,"CARATOKE HWY","BRABBLE ST","RATTLE RIDGE LN",S,"link [hereA0110] -128073953","tmc [hereA0110] 110-09302",110N09302
30,1,"MA 10116",-128073952,30,5.73,0.04,"CARATOKE HWY","RATTLE RIDGE LN","DELENA LN",S,"link [hereA0110] -128073952","tmc [hereA0110] 110-09302",110N09302
31,1,"MA 10116",-916342983,31,5.78,0.04,"CARATOKE HWY","DELENA LN",,S,"link [hereA0110] -916342983","tmc [hereA0110] 110-09302",110N09302
32,1,"MA 10116",-916342982,32,5.81,0.06,"CARATOKE HWY",,,S,"link [hereA0110] -916342982","tmc [hereA0110] 110-09302",110N09302
33,1,"MA 10116",-108633767,33,5.87,0.16,"CARATOKE HWY",,"MAPLE RD",S,"link [hereA0110] -108633767","tmc [hereA0110] 110-09302",110N09302
34,1,"MA 10116",-90783961,34,6.02,0.11,"CARATOKE HWY","MAPLE RD",,SE,"link [hereA0110] -90783961","tmc [hereA0110] 110-09302",110N09302
35,1,"MA 10116",-128072791,35,6.14,0.65,"CARATOKE HWY",,"HASTYS LN",SE,"link [hereA0110] -128072791","tmc [hereA0110] 110-09302",110N09302
36,1,"MA 10116",-128078136,36,6.79,0.17,"CARATOKE HWY","HASTYS LN","BAYSHORE CT",SE,"link [hereA0110] -128078136","tmc [hereA0110] 110-09302",110N09302
37,1,"MA 10116",-128078135,37,6.96,0.76,"CARATOKE HWY","BAYSHORE CT",,SE,"link [hereA0110] -128078135","tmc [hereA0110] 110-09302",110N09302
38,1,"MA 10116",-128075724,38,7.72,0.13,"CARATOKE HWY",,"ROBERTSON LN",SE,"link [hereA0110] -128075724","tmc [hereA0110] 110-09302",110N09302
39,1,"MA 10116",-128073957,39,7.84,0.01,"CARATOKE HWY","ROBERTSON LN","MAJORS IS",SE,"link [hereA0110] -128073957","tmc [hereA0110] 110-09302",110N09302
40,1,"MA 10116",-128073958,40,7.85,0.08,"CARATOKE HWY","MAJORS IS","ED SAWYER LN",SE,"link [hereA0110] -128073958","tmc [hereA0110] 110-09302",110N09302
41,1,"MA 10116",-128073959,41,7.93,0.03,"CARATOKE HWY","ED SAWYER LN",,SE,"link [hereA0110] -128073959","tmc [hereA0110] 110-09302",110N09302
42,1,"MA 10116",-108633771,42,7.96,0.12,"CARATOKE HWY",,"BARCO RD",SE,"link [hereA0110] -108633771","tmc [hereA0110] 110-09302",110N09302
43,1,"MA 10116",-128073965,43,8.08,0.03,"CARATOKE HWY","BARCO RD","FYVIE DR",SE,"link [hereA0110] -128073965","tmc [hereA0110] 110-09302",110N09302
44,1,"MA 10116",-128073964,44,8.11,0.08,"CARATOKE HWY","FYVIE DR","PAT'S WAY",SE,"link [hereA0110] -128073964","tmc [hereA0110] 110-09302",110N09302
45,1,"MA 10116",-128073963,45,8.19,0.17,"CARATOKE HWY","PAT'S WAY",,SE,"link [hereA0110] -128073963","tmc [hereA0110] 110-09302",110N09302
46,1,"MA 10116",-128066826,46,8.37,0.10,"CARATOKE HWY",,"SHORTCUT RD",SE,"link [hereA0110] -128066826","tmc [hereA0110] 110-09302",110N09302
47,1,"MA 10116",-108633774,47,8.47,0.10,"SHORTCUT RD","CARATOKE HWY",,SW,"link [hereA0110] -108633774","tmc [hereA0110] 110+08400",110P08400
48,1,"MA 10116",-108633773,48,8.57,0.15,,"SHORTCUT RD","CARATOKE HWY",E,"link [hereA0110] -108633773","tmc [hereA0110] 110-08400",110N08400
49,1,"MA 10116",-108633775,49,8.72,0.06,"CARATOKE HWY",,,SE,"link [hereA0110] -108633775","tmc [hereA0110] 110-16092",110N16092
50,1,"MA 10116",-128072797,50,8.77,0.09,"CARATOKE HWY",,"SIMPSON LN",SE,"link [hereA0110] -128072797","tmc [hereA0110] 110-16092",110N16092
51,1,"MA 10116",-108633780,51,8.86,0.57,"CARATOKE HWY","SIMPSON LN",,SE,"link [hereA0110] -108633780","tmc [hereA0110] 110-16092",110N16092
52,1,"MA 10116",-108633779,52,9.43,0.05,"CARATOKE HWY",,"SAM WILKINS LN",S,"link [hereA0110] -108633779","tmc [hereA0110] 110-16092",110N16092
53,1,"MA 10116",-128078145,53,9.49,0.12,"CARATOKE HWY","SAM WILKINS LN","CURRITUCK HIGH SCHOOL RD",S,"link [hereA0110] -128078145","tmc [hereA0110] 110-16092",110N16092
54,1,"MA 10116",-1046568604,54,9.61,0.09,"CARATOKE HWY","CURRITUCK HIGH SCHOOL RD",,S,"link [hereA0110] -1046568604","tmc [hereA0110] 110-16092",110N16092
55,1,"MA 10116",-1046568603,55,9.69,0.26,"CARATOKE HWY",,"CURRITUCK HIGH SCHOOL RD",S,"link [hereA0110] -1046568603","tmc [hereA0110] 110-16092",110N16092
56,1,"MA 10116",-108633781,56,9.95,0.09,"CARATOKE HWY","CURRITUCK HIGH SCHOOL RD",,SE,"link [hereA0110] -108633781","tmc [hereA0110] 110-16092",110N16092
57,1,"MA 10116",-128074231,57,10.04,0.69,"CARATOKE HWY",,"SIMMONS RD",SE,"link [hereA0110] -128074231","tmc [hereA0110] 110-16092",110N16092
58,1,"MA 10116",-128074230,58,10.74,0.24,"CARATOKE HWY","SIMMONS RD","COINJOCK VILLAGE DR",SE,"link [hereA0110] -128074230","tmc [hereA0110] 110-16092",110N16092
59,1,"MA 10116",-113348558,59,10.98,0.22,"CARATOKE HWY","COINJOCK VILLAGE DR","COINJOCK ACRES DR",SE,"link [hereA0110] -113348558","tmc [hereA0110] 110-16092",110N16092
60,1,"MA 10116",-128074234,60,11.20,0.07,"CARATOKE HWY","COINJOCK ACRES DR","TRAVIS CT",S,"link [hereA0110] -128074234","tmc [hereA0110] 110-16092",110N16092
61,1,"MA 10116",-128074233,61,11.26,0.04,"CARATOKE HWY","TRAVIS CT","FULLBRICK LN",S,"link [hereA0110] -128074233","tmc [hereA0110] 110-16092",110N16092
62,1,"MA 10116",-128074238,62,11.30,0.04,"CARATOKE HWY","FULLBRICK LN","WORTH GUARD RD",S,"link [hereA0110] -128074238","tmc [hereA0110] 110-16092",110N16092
63,1,"MA 10116",-128074237,63,11.34,0.57,"CARATOKE HWY","WORTH GUARD RD","JOSEPH PALMER KNAPP BRG",S,"link [hereA0110] -128074237","tmc [hereA0110] 110-16092",110N16092
64,1,"MA 10116",-108633835,64,11.92,0.61,"JOSEPH PALMER KNAPP BRG","CARATOKE HWY","CARATOKE HWY",SE,"link [hereA0110] -108633835","tmc [hereA0110] 110-16092",110N16092
65,1,"MA 10116",-108633836,65,12.52,0.17,"CARATOKE HWY","JOSEPH PALMER KNAPP BRG",,SE,"link [hereA0110] -108633836","tmc [hereA0110] 110-07650",110N07650
66,1,"MA 10116",-113348561,66,12.70,0.03,"CARATOKE HWY",,"WATERLILY RD",SE,"link [hereA0110] -113348561","tmc [hereA0110] 110-07650",110N07650
67,1,"MA 10116",-123634212,67,12.73,0.12,"CARATOKE HWY","WATERLILY RD","YOUNG RD",SE,"link [hereA0110] -123634212","tmc [hereA0110] 110-07650",110N07650
68,1,"MA 10116",-128072801,68,12.85,0.15,"CARATOKE HWY","YOUNG RD",,SE,"link [hereA0110] -128072801","tmc [hereA0110] 110-07650",110N07650
69,1,"MA 10116",-128074382,69,13.00,0.26,"CARATOKE HWY",,"MARKERT RD",SE,"link [hereA0110] -128074382","tmc [hereA0110] 110-07650",110N07650
70,1,"MA 10116",-128074381,70,13.26,0.52,"CARATOKE HWY","MARKERT RD","AYDLETT RD",SE,"link [hereA0110] -128074381","tmc [hereA0110] 110-07650",110N07650
71,1,"MA 10116",-128078140,71,13.78,1.18,"CARATOKE HWY","AYDLETT RD",,SE,"link [hereA0110] -128078140","tmc [hereA0110] 110-07650",110N07650
72,1,"MA 10116",-128078139,72,14.97,0.09,"CARATOKE HWY",,,SE,"link [hereA0110] -128078139","tmc [hereA0110] 110-07650",110N07650
73,1,"MA 10116",-128078138,73,15.05,1.66,"CARATOKE HWY",,"ARK CT",SE,"link [hereA0110] -128078138","tmc [hereA0110] 110-07650",110N07650
74,1,"MA 10116",-128074388,74,16.71,0.10,"CARATOKE HWY","ARK CT","KASSIE LN",SE,"link [hereA0110] -128074388","tmc [hereA0110] 110-07650",110N07650
75,1,"MA 10116",-128074390,75,16.81,0.52,"CARATOKE HWY","KASSIE LN","MARSHALL GRANDY LN",SE,"link [hereA0110] -128074390","tmc [hereA0110] 110-07650",110N07650
76,1,"MA 10116",-128074391,76,17.33,0.09,"CARATOKE HWY","MARSHALL GRANDY LN","MACEDONIA CHURCH RD",SE,"link [hereA0110] -128074391","tmc [hereA0110] 110-07650",110N07650
77,1,"MA 10116",-128074395,77,17.42,0.79,"CARATOKE HWY","MACEDONIA CHURCH RD","DANRUTH LN",SE,"link [hereA0110] -128074395","tmc [hereA0110] 110-08399",110N08399
78,1,"MA 10116",-128074397,78,18.21,0.07,"CARATOKE HWY","DANRUTH LN","ALFRED CT",SE,"link [hereA0110] -128074397","tmc [hereA0110] 110-08399",110N08399
79,1,"MA 10116",-916183842,79,18.28,0.01,"CARATOKE HWY","ALFRED CT",,SE,"link [hereA0110] -916183842","tmc [hereA0110] 110-08399",110N08399
80,1,"MA 10116",-916183841,80,18.30,0.52,"CARATOKE HWY",,"GEBAUER LN",SE,"link [hereA0110] -916183841","tmc [hereA0110] 110-08399",110N08399
81,1,"MA 10116",-108633839,81,18.81,0.15,"CARATOKE HWY","GEBAUER LN",,SE,"link [hereA0110] -108633839","tmc [hereA0110] 110-08399",110N08399
82,1,"MA 10116",-108633838,82,18.96,0.12,"CARATOKE HWY",,"BARNARD RD",SE,"link [hereA0110] -108633838","tmc [hereA0110] 110-08399",110N08399
83,1,"MA 10116",-128074400,83,19.09,0.08,"CARATOKE HWY","BARNARD RD","LEONHAUSER LN",SE,"link [hereA0110] -128074400","tmc [hereA0110] 110-08399",110N08399
84,1,"MA 10116",-128074401,84,19.17,0.31,"CARATOKE HWY","LEONHAUSER LN","DOT SEARS DR",SE,"link [hereA0110] -128074401","tmc [hereA0110] 110-08399",110N08399
85,1,"MA 10116",-90783826,85,19.48,0.12,"CARATOKE HWY","DOT SEARS DR","AUGUSTA DR",SE,"link [hereA0110] -90783826","tmc [hereA0110] 110-08399",110N08399
86,1,"MA 10116",-128074404,86,19.60,0.16,"CARATOKE HWY","AUGUSTA DR","OUTBACK LN",SE,"link [hereA0110] -128074404","tmc [hereA0110] 110-08399",110N08399
87,1,"MA 10116",-128074403,87,19.76,0.15,"CARATOKE HWY","OUTBACK LN",,SE,"link [hereA0110] -128074403","tmc [hereA0110] 110-08399",110N08399
88,1,"MA 10116",-778356038,88,19.91,0.04,"CARATOKE HWY",,,SE,"link [hereA0110] -778356038","tmc [hereA0110] 110-08399",110N08399
89,1,"MA 10116",-778356037,89,19.94,0.06,"CARATOKE HWY",,"CAROLINA CLUB DR",SE,"link [hereA0110] -778356037","tmc [hereA0110] 110-08399",110N08399
90,1,"MA 10116",-128074431,90,20.00,0.05,"CARATOKE HWY","CAROLINA CLUB DR","GRANDY RD",SE,"link [hereA0110] -128074431","tmc [hereA0110] 110-08399",110N08399
91,1,"MA 10116",-128074375,91,20.06,0.29,"CARATOKE HWY","GRANDY RD","CASHIE DR",E,"link [hereA0110] -128074375","tmc [hereA0110] 110-08399",110N08399
92,1,"MA 10116",-128078117,92,20.35,0.07,"CARATOKE HWY","CASHIE DR",,SE,"link [hereA0110] -128078117","tmc [hereA0110] 110-08398",110N08398
93,1,"MA 10116",-128075953,93,20.42,0.07,"CARATOKE HWY",,,SE,"link [hereA0110] -128075953","tmc [hereA0110] 110-08398",110N08398
94,1,"MA 10116",-128074441,94,20.49,0.05,"CARATOKE HWY",,"FORBES LOOP",SE,"link [hereA0110] -128074441","tmc [hereA0110] 110-08398",110N08398
95,1,"MA 10116",-128074440,95,20.54,0.05,"CARATOKE HWY","FORBES LOOP","WALNUT ISLAND BLVD",SE,"link [hereA0110] -128074440","tmc [hereA0110] 110-08398",110N08398
96,1,"MA 10116",-128072803,96,20.58,0.18,"CARATOKE HWY","WALNUT ISLAND BLVD","PINE NEEDLE LN",SE,"link [hereA0110] -128072803","tmc [hereA0110] 110-08398",110N08398
97,2,"MA 10116",128074440,1,0.00,0.05,"CARATOKE HWY","WALNUT ISLAND BLVD","FORBES LOOP",NW,"link [hereA0110] 128074440","tmc [hereA0110] 110+08399",110P08399
98,2,"MA 10116",128074441,2,0.05,0.05,"CARATOKE HWY","FORBES LOOP",,NW,"link [hereA0110] 128074441","tmc [hereA0110] 110+08399",110P08399
99,2,"MA 10116",128075953,3,0.10,0.07,"CARATOKE HWY",,,NW,"link [hereA0110] 128075953","tmc [hereA0110] 110+08399",110P08399
100,2,"MA 10116",128078117,4,0.16,0.07,"CARATOKE HWY",,"CASHIE DR",NW,"link [hereA0110] 128078117","tmc [hereA0110] 110+08399",110P08399
101,2,"MA 10116",128074375,5,0.23,0.29,"CARATOKE HWY","CASHIE DR","GRANDY RD",NW,"link [hereA0110] 128074375","tmc [hereA0110] 110+07650",110P07650
102,2,"MA 10116",128074431,6,0.52,0.05,"CARATOKE HWY","GRANDY RD","CAROLINA CLUB DR",W,"link [hereA0110] 128074431","tmc [hereA0110] 110+07650",110P07650
103,2,"MA 10116",778356037,7,0.58,0.06,"CARATOKE HWY","CAROLINA CLUB DR",,NW,"link [hereA0110] 778356037","tmc [hereA0110] 110+07650",110P07650
104,2,"MA 10116",778356038,8,0.64,0.04,"CARATOKE HWY",,,NW,"link [hereA0110] 778356038","tmc [hereA0110] 110+07650",110P07650
105,2,"MA 10116",128074403,9,0.68,0.15,"CARATOKE HWY",,"OUTBACK LN",NW,"link [hereA0110] 128074403","tmc [hereA0110] 110+07650",110P07650
106,2,"MA 10116",128074404,10,0.83,0.16,"CARATOKE HWY","OUTBACK LN","AUGUSTA DR",NW,"link [hereA0110] 128074404","tmc [hereA0110] 110+07650",110P07650
107,2,"MA 10116",90783826,11,0.98,0.12,"CARATOKE HWY","AUGUSTA DR","DOT SEARS DR",NW,"link [hereA0110] 90783826","tmc [hereA0110] 110+07650",110P07650
108,2,"MA 10116",128074401,12,1.11,0.31,"CARATOKE HWY","DOT SEARS DR","LEONHAUSER LN",NW,"link [hereA0110] 128074401","tmc [hereA0110] 110+07650",110P07650
109,2,"MA 10116",128074400,13,1.42,0.08,"CARATOKE HWY","LEONHAUSER LN","BARNARD RD",NW,"link [hereA0110] 128074400","tmc [hereA0110] 110+07650",110P07650
110,2,"MA 10116",108633838,14,1.50,0.12,"CARATOKE HWY","BARNARD RD",,NW,"link [hereA0110] 108633838","tmc [hereA0110] 110+07650",110P07650
111,2,"MA 10116",108633839,15,1.62,0.15,"CARATOKE HWY",,"GEBAUER LN",NW,"link [hereA0110] 108633839","tmc [hereA0110] 110+07650",110P07650
112,2,"MA 10116",916183841,16,1.77,0.52,"CARATOKE HWY","GEBAUER LN",,NW,"link [hereA0110] 916183841","tmc [hereA0110] 110+07650",110P07650
113,2,"MA 10116",916183842,17,2.29,0.01,"CARATOKE HWY",,"ALFRED CT",NW,"link [hereA0110] 916183842","tmc [hereA0110] 110+07650",110P07650
114,2,"MA 10116",128074397,18,2.30,0.07,"CARATOKE HWY","ALFRED CT","DANRUTH LN",NW,"link [hereA0110] 128074397","tmc [hereA0110] 110+07650",110P07650
115,2,"MA 10116",128074395,19,2.37,0.79,"CARATOKE HWY","DANRUTH LN","MACEDONIA CHURCH RD",NW,"link [hereA0110] 128074395","tmc [hereA0110] 110+07650",110P07650
116,2,"MA 10116",128074391,20,3.16,0.09,"CARATOKE HWY","MACEDONIA CHURCH RD","MARSHALL GRANDY LN",NW,"link [hereA0110] 128074391","tmc [hereA0110] 110+16092",110P16092
117,2,"MA 10116",128074390,21,3.25,0.52,"CARATOKE HWY","MARSHALL GRANDY LN","KASSIE LN",NW,"link [hereA0110] 128074390","tmc [hereA0110] 110+16092",110P16092
118,2,"MA 10116",128074388,22,3.77,0.10,"CARATOKE HWY","KASSIE LN","ARK CT",NW,"link [hereA0110] 128074388","tmc [hereA0110] 110+16092",110P16092
119,2,"MA 10116",128078138,23,3.87,1.66,"CARATOKE HWY","ARK CT",,NW,"link [hereA0110] 128078138","tmc [hereA0110] 110+16092",110P16092
120,2,"MA 10116",128078139,24,5.53,0.09,"CARATOKE HWY",,,NW,"link [hereA0110] 128078139","tmc [hereA0110] 110+16092",110P16092
121,2,"MA 10116",128078140,25,5.62,1.18,"CARATOKE HWY",,"AYDLETT RD",NW,"link [hereA0110] 128078140","tmc [hereA0110] 110+16092",110P16092
122,2,"MA 10116",128074381,26,6.80,0.52,"CARATOKE HWY","AYDLETT RD","MARKERT RD",NW,"link [hereA0110] 128074381","tmc [hereA0110] 110+16092",110P16092
123,2,"MA 10116",128074382,27,7.32,0.26,"CARATOKE HWY","MARKERT RD",,NW,"link [hereA0110] 128074382","tmc [hereA0110] 110+16092",110P16092
124,2,"MA 10116",128072801,28,7.58,0.15,"CARATOKE HWY",,"YOUNG RD",NW,"link [hereA0110] 128072801","tmc [hereA0110] 110+16092",110P16092
125,2,"MA 10116",123634212,29,7.73,0.12,"CARATOKE HWY","YOUNG RD","WATERLILY RD",NW,"link [hereA0110] 123634212","tmc [hereA0110] 110+16092",110P16092
126,2,"MA 10116",113348561,30,7.86,0.03,"CARATOKE HWY","WATERLILY RD",,NW,"link [hereA0110] 113348561","tmc [hereA0110] 110+16092",110P16092
127,2,"MA 10116",108633836,31,7.89,0.17,"CARATOKE HWY",,"JOSEPH PALMER KNAPP BRG",NW,"link [hereA0110] 108633836","tmc [hereA0110] 110+16092",110P16092
128,2,"MA 10116",108633835,32,8.06,0.61,"JOSEPH PALMER KNAPP BRG","CARATOKE HWY","CARATOKE HWY",NW,"link [hereA0110] 108633835","tmc [hereA0110] 110+16092",110P16092
129,2,"MA 10116",128074237,33,8.67,0.57,"CARATOKE HWY","JOSEPH PALMER KNAPP BRG","WORTH GUARD RD",NW,"link [hereA0110] 128074237","tmc [hereA0110] 110+08400",110P08400
130,2,"MA 10116",128074238,34,9.24,0.04,"CARATOKE HWY","WORTH GUARD RD","FULLBRICK LN",N,"link [hereA0110] 128074238","tmc [hereA0110] 110+08400",110P08400
131,2,"MA 10116",128074233,35,9.28,0.04,"CARATOKE HWY","FULLBRICK LN","TRAVIS CT",N,"link [hereA0110] 128074233","tmc [hereA0110] 110+08400",110P08400
132,2,"MA 10116",128074234,36,9.32,0.07,"CARATOKE HWY","TRAVIS CT","COINJOCK ACRES DR",N,"link [hereA0110] 128074234","tmc [hereA0110] 110+08400",110P08400
133,2,"MA 10116",113348558,37,9.38,0.22,"CARATOKE HWY","COINJOCK ACRES DR","COINJOCK VILLAGE DR",NW,"link [hereA0110] 113348558","tmc [hereA0110] 110+08400",110P08400
134,2,"MA 10116",128074230,38,9.60,0.24,"CARATOKE HWY","COINJOCK VILLAGE DR","SIMMONS RD",NW,"link [hereA0110] 128074230","tmc [hereA0110] 110+08400",110P08400
135,2,"MA 10116",128074231,39,9.85,0.69,"CARATOKE HWY","SIMMONS RD",,NW,"link [hereA0110] 128074231","tmc [hereA0110] 110+08400",110P08400
136,2,"MA 10116",108633781,40,10.54,0.09,"CARATOKE HWY",,"CURRITUCK HIGH SCHOOL RD",NW,"link [hereA0110] 108633781","tmc [hereA0110] 110+08400",110P08400
137,2,"MA 10116",1046568603,41,10.63,0.26,"CARATOKE HWY","CURRITUCK HIGH SCHOOL RD",,NW,"link [hereA0110] 1046568603","tmc [hereA0110] 110+08400",110P08400
138,2,"MA 10116",1046568604,42,10.89,0.09,"CARATOKE HWY",,"CURRITUCK HIGH SCHOOL RD",N,"link [hereA0110] 1046568604","tmc [hereA0110] 110+08400",110P08400
139,2,"MA 10116",128078145,43,10.98,0.12,"CARATOKE HWY","CURRITUCK HIGH SCHOOL RD","SAM WILKINS LN",N,"link [hereA0110] 128078145","tmc [hereA0110] 110+08400",110P08400
140,2,"MA 10116",108633779,44,11.10,0.05,"CARATOKE HWY","SAM WILKINS LN",,N,"link [hereA0110] 108633779","tmc [hereA0110] 110+08400",110P08400
